Ten file,URL
L05_V003,https://youtube.com/watch?v=EA_oOInmvmY
L05_V004,https://youtube.com/watch?v=DbF3HW9uUng
L05_V005,https://youtube.com/watch?v=n6QJI1dKHRo
L05_V006,https://youtube.com/watch?v=hlKe9YcPsMo
L05_V007,https://youtube.com/watch?v=w60EAFQqGc4
L05_V008,https://youtube.com/watch?v=5GDhOlq_gG4
L05_V009,https://youtube.com/watch?v=YMJuOYmtg-Y
L05_V010,https://youtube.com/watch?v=VRYhadTHelk
L05_V011,https://youtube.com/watch?v=uJXu67VDDY4
L05_V012,https://youtube.com/watch?v=mOa3b5D3GTg
L05_V013,https://youtube.com/watch?v=h5CxinTYv0k
L05_V014,https://youtube.com/watch?v=BY3cWJTFD08
L05_V015,https://youtube.com/watch?v=HF9_EaDdkwU
L05_V016,https://youtube.com/watch?v=Wr4ioqGFpQs
L05_V017,https://youtube.com/watch?v=NhcHMAmLmWw
L05_V018,https://youtube.com/watch?v=MAw_qdN4af8
L05_V019,https://youtube.com/watch?v=KZkFpOqkx40
L05_V020,https://youtube.com/watch?v=ug2kLBlEsb0
L05_V021,https://youtube.com/watch?v=AQ7Qsvatk3k
L05_V022,https://youtube.com/watch?v=F0LPS_RK_Yg
L05_V023,https://youtube.com/watch?v=0SZ2XCKoknU
L05_V024,https://youtube.com/watch?v=Xt-ywPQHHqg
L05_V025,https://youtube.com/watch?v=tLeBKhOfBm8
L05_V026,https://youtube.com/watch?v=7UPven2EDC8
L05_V027,https://youtube.com/watch?v=cDmwO5f1Fks
L05_V028,https://youtube.com/watch?v=jNOOxi8nOCA
L06_V001,https://youtube.com/watch?v=blWiOg3lsEE
L06_V002,https://youtube.com/watch?v=XBQD823N2V0
L06_V003,https://youtube.com/watch?v=CEH_ZEoKJ_A
L06_V004,https://youtube.com/watch?v=4A95cmH3gCo
L06_V005,https://youtube.com/watch?v=6jWmgl_WIyo
L06_V006,https://youtube.com/watch?v=-mNKnr37k7U
L06_V007,https://youtube.com/watch?v=3TTpbERU2vQ
L06_V008,https://youtube.com/watch?v=oyvffkkamqs
L06_V009,https://youtube.com/watch?v=ayRuJ7l_4Bo
L06_V010,https://youtube.com/watch?v=yn6jcqAiAMM
L06_V011,https://youtube.com/watch?v=So2XJJH55ic
L06_V012,https://youtube.com/watch?v=RZ6K5h6KL2o
L06_V013,https://youtube.com/watch?v=zZA70IuN-nw
L06_V014,https://youtube.com/watch?v=h8mX2TOi-cQ
L06_V015,https://youtube.com/watch?v=LF5eauBrwQ0
L06_V016,https://youtube.com/watch?v=CFoeeHUEujg
L06_V017,https://youtube.com/watch?v=xOaaXwm1mQI
L06_V018,https://youtube.com/watch?v=UzD9V--cfgY
L06_V019,https://youtube.com/watch?v=VB52yUwVPyw
L06_V020,https://youtube.com/watch?v=13rxCS7aYZc
L06_V021,https://youtube.com/watch?v=Z_XeN3F_jFQ
L06_V022,https://youtube.com/watch?v=0q_zyXtnCo0
L06_V023,https://youtube.com/watch?v=N5HZEjaUUtE
L06_V024,https://youtube.com/watch?v=rFF-KqkZsuk
L06_V025,https://youtube.com/watch?v=-NjHnEHabTg
L06_V026,https://youtube.com/watch?v=BXrYUNmBuy0
L06_V027,https://youtube.com/watch?v=j_wih58xgf8
L06_V028,https://youtube.com/watch?v=oRZHmwKaOG4
L07_V001,https://youtube.com/watch?v=fHodu9fChpU
L07_V002,https://youtube.com/watch?v=uNt58uW23RA
L07_V003,https://youtube.com/watch?v=z_wyp7V3Nf4
L07_V004,https://youtube.com/watch?v=USgloD29Ehs
L07_V005,https://youtube.com/watch?v=JMma7gaQhrE
L07_V006,https://youtube.com/watch?v=s0zO9O6PWBY
L07_V007,https://youtube.com/watch?v=hqLXS1iP51E
L07_V008,https://youtube.com/watch?v=6nOfiMMEJsk
L07_V009,https://youtube.com/watch?v=ycRP9J6pbtU
L07_V010,https://youtube.com/watch?v=QjKgNwpBakY
L07_V011,https://youtube.com/watch?v=2_mk2q8doh0
L07_V012,https://youtube.com/watch?v=Rnhe6ALYnmI
L07_V013,https://youtube.com/watch?v=RcDRFBlfAI0
L07_V014,https://youtube.com/watch?v=QUmhaiWD8lc
L07_V015,https://youtube.com/watch?v=eBXRP4422hs
L07_V016,https://youtube.com/watch?v=I9Yc8FzqLJQ
L07_V017,https://youtube.com/watch?v=eyDzkc0pDLA
L07_V018,https://youtube.com/watch?v=pR52v86ZGW4
L07_V019,https://youtube.com/watch?v=TazdiV-r1JQ
L07_V020,https://youtube.com/watch?v=xS-ibtCN4ws
L07_V021,https://youtube.com/watch?v=ILOrtJjnFd4
L07_V022,https://youtube.com/watch?v=iBhwRMF0aa4
L07_V023,https://youtube.com/watch?v=h1TuxQ8yyJA
L07_V024,https://youtube.com/watch?v=alx4Gy2L7Nw
L07_V025,https://youtube.com/watch?v=jYWsxuqNOxw
L07_V026,https://youtube.com/watch?v=HiFgP0JA6Lc
L07_V027,https://youtube.com/watch?v=3zFuDQQY7cY
L07_V028,https://youtube.com/watch?v=qL4xDtFJkmE
L07_V029,https://youtube.com/watch?v=hu00zdXG3So
L07_V030,https://youtube.com/watch?v=OQZTYbj9Hc4
L07_V031,https://youtube.com/watch?v=8cx78UXv6N8
L08_V001,https://youtube.com/watch?v=LfZTye-m_oI
L08_V002,https://youtube.com/watch?v=5aoQ3nid0Go
L08_V003,https://youtube.com/watch?v=egDJ48n5Z8s
L08_V004,https://youtube.com/watch?v=fN9Mdwqc5-8
L08_V005,https://youtube.com/watch?v=bRrDIWlM4do
L08_V006,https://youtube.com/watch?v=Lac7q7sA1b0
L08_V007,https://youtube.com/watch?v=Eh9LqbWKkj4
L08_V008,https://youtube.com/watch?v=TEQwF1b06DI
L08_V009,https://youtube.com/watch?v=1m2KSzHCFrw
L08_V010,https://youtube.com/watch?v=U3GRFodho4E
L08_V011,https://youtube.com/watch?v=jEvogEFfDZc
L08_V012,https://youtube.com/watch?v=Ooas8SPO2fw
L08_V013,https://youtube.com/watch?v=iWQ6z0c2Kr0
L08_V014,https://youtube.com/watch?v=Ek5UL5qSWJg
L08_V015,https://youtube.com/watch?v=tNLStVi80AQ
L08_V016,https://youtube.com/watch?v=-VWBcDZ6CU4
L08_V017,https://youtube.com/watch?v=US9UNTFFqdw
L08_V018,https://youtube.com/watch?v=NIxT7CmCNfg
L08_V019,https://youtube.com/watch?v=mKEXp7ef3a8
L08_V020,https://youtube.com/watch?v=NBBCkUn0ihU
L08_V021,https://youtube.com/watch?v=2ZZE-STobWI
L08_V022,https://youtube.com/watch?v=FJtoboyh9EE
L08_V023,https://youtube.com/watch?v=4PprwsaMv0U
L08_V024,https://youtube.com/watch?v=2y1WzF7w3kc
L08_V025,https://youtube.com/watch?v=Z7_zIwYP9v4
L08_V026,https://youtube.com/watch?v=vIDNPDn237c
L08_V027,https://youtube.com/watch?v=8neVYAPx0MI
L08_V028,https://youtube.com/watch?v=4Jm40BAp74A
L08_V029,https://youtube.com/watch?v=-ZeDcXyUqbw
L09_V001,https://youtube.com/watch?v=Kf8GFVjOcgM
L09_V002,https://youtube.com/watch?v=2vzVM4ArcUI
L09_V003,https://youtube.com/watch?v=acPVP48bYAs
L09_V004,https://youtube.com/watch?v=PeJqFSM0lyA
L09_V005,https://youtube.com/watch?v=FWYSgWxebf4
L09_V006,https://youtube.com/watch?v=SVlSZzcCYz8
L09_V007,https://youtube.com/watch?v=QcQP5CfEhY8
L09_V008,https://youtube.com/watch?v=YzyNhuRHbeo
L09_V009,https://youtube.com/watch?v=Em3TgrzRWwk
L09_V010,https://youtube.com/watch?v=U466NXUK5TI
L09_V011,https://youtube.com/watch?v=QIgyBVy0118
L09_V012,https://youtube.com/watch?v=To0HNrBrPME
L09_V013,https://youtube.com/watch?v=ENLHCtd_fWk
L09_V014,https://youtube.com/watch?v=wWzucFdo1bE
L09_V015,https://youtube.com/watch?v=yFXH0WDfAyk
L09_V016,https://youtube.com/watch?v=m2cLwjrFstU
L09_V017,https://youtube.com/watch?v=H5dd-y8UnKA
L09_V018,https://youtube.com/watch?v=a8ujK_eTCXY
L09_V019,https://youtube.com/watch?v=MlPSepsnDcc
L09_V020,https://youtube.com/watch?v=xwFK21SeE50
L09_V021,https://youtube.com/watch?v=neovc94sUMw
L09_V022,https://youtube.com/watch?v=JaHqfYaYa9M
L09_V023,https://youtube.com/watch?v=cwj62bqBse0
L09_V024,https://youtube.com/watch?v=CaaWsQSkzKA
L09_V025,https://youtube.com/watch?v=9fS4zfjoDFY
L09_V026,https://youtube.com/watch?v=3MCPfQBE_0c
L09_V027,https://youtube.com/watch?v=LKa7nVzntTE
L09_V028,https://youtube.com/watch?v=aCgFjnf5EzU
L09_V029,https://youtube.com/watch?v=eOF9iRxHs5w
L09_V030,https://youtube.com/watch?v=p4-oG9LXFVk
L10_V001,https://youtube.com/watch?v=RiqqGbMqGFA
L10_V002,https://youtube.com/watch?v=t2-uUWR9zvU
L10_V003,https://youtube.com/watch?v=zfimyeIVPas
L10_V004,https://youtube.com/watch?v=QzhXXbKjVmE
L10_V005,https://youtube.com/watch?v=cEK_wM2iV1Q
L10_V006,https://youtube.com/watch?v=HRZ1kMLoXqw
L10_V007,https://youtube.com/watch?v=Y6dPtR-XOsc
L10_V008,https://youtube.com/watch?v=GRuDBmrAft0
L10_V009,https://youtube.com/watch?v=PTpmWj9qk0Y
L10_V010,https://youtube.com/watch?v=uaYho8-e5K0
L10_V011,https://youtube.com/watch?v=Dl9okZlWG9Y
L10_V012,https://youtube.com/watch?v=h4YSiWiFyzo
L10_V013,https://youtube.com/watch?v=BxSv6EwKHjQ
L10_V014,https://youtube.com/watch?v=S8Jo0m5k1l0
L10_V015,https://youtube.com/watch?v=3MFRuGJ32No
L10_V016,https://youtube.com/watch?v=9b5Klj9E0EM
L10_V017,https://youtube.com/watch?v=2B5qTBE8pB0
L10_V018,https://youtube.com/watch?v=rHVwVBOnHto
L10_V019,https://youtube.com/watch?v=C3eb04v1kyU
L10_V020,https://youtube.com/watch?v=DLvSzJ5A4uA
L10_V021,https://youtube.com/watch?v=7tlLCzp-fSM
L10_V022,https://youtube.com/watch?v=BY9bA9Kywvo
L10_V023,https://youtube.com/watch?v=PVc8Pb42mYg
L10_V024,https://youtube.com/watch?v=cq6VFbUpBHw
L10_V025,https://youtube.com/watch?v=ode8Ks8UA4g
L10_V026,https://youtube.com/watch?v=cR4Y4UaWFXw
L10_V027,https://youtube.com/watch?v=d9VIWEvw2dM
L10_V028,https://youtube.com/watch?v=ZvXRDzNol-A
L10_V029,https://youtube.com/watch?v=jujD64pdWC4
L10_V030,https://youtube.com/watch?v=yUWRQyN9tJg
